#{"t_start": 1713718523.670062, "env_id": "ALE/Breakout-v5"}
r,l,t
3.0,266,4606.980488
2.0,240,4612.578412
4.0,320,4620.041069
0.0,174,4622.823131
2.0,237,4626.999031
2.0,232,4631.613083
1.0,184,4635.393996
2.0,246,4640.120014
1.0,207,4644.272785
6.0,402,4653.964567
2.0,249,4659.087923
5.0,363,4667.45029
2.0,227,4672.073179
0.0,180,4674.814679
2.0,273,4680.372564
2.0,239,4684.996556
2.0,248,4690.590064
3.0,248,4696.109787
0.0,169,4698.469332
1.0,214,4702.778168
5.0,339,4710.73007
3.0,253,4715.882391
3.0,282,4721.875023
1.0,196,4726.032489
3.0,281,4732.123063
1.0,201,4735.866013
1.0,192,4739.621583
3.0,268,4746.153865
0.0,155,4748.919186
2.0,241,4753.969277
3.0,285,4759.978703
1.0,191,4763.728458
1.0,185,4767.521588
3.0,304,4774.040075
0.0,157,4776.808795
4.0,322,4784.297668
4.0,331,4791.850949
2.0,240,4796.904961
2.0,231,4801.548418
1.0,204,4805.676482
1.0,219,4809.428762
2.0,273,4815.037343
3.0,255,4820.671401
2.0,236,4825.789968
3.0,270,4831.868525
3.0,260,4837.885139
4.0,335,4845.842513
3.0,278,4851.856885
7.0,469,4863.479527
1.0,219,4867.767137
1.0,218,4871.477314
0.0,165,4874.250213
4.0,325,4882.110511
1.0,207,4885.864187
0.0,171,4888.816339
0.0,157,4891.637726
3.0,282,4897.669768
2.0,240,4902.601935
0.0,148,4905.263093
2.0,239,4910.177481
3.0,266,4915.530338
2.0,247,4920.189179
10.0,448,4930.978229
6.0,438,4942.190653
3.0,275,4947.643445
2.0,227,4952.869944
0.0,160,4955.525177
2.0,227,4959.81151
3.0,277,4966.08886
3.0,270,4972.556736
2.0,228,4977.032448
2.0,247,4982.539503
2.0,233,4986.56306
3.0,231,4991.505318
1.0,207,4995.8743
5.0,347,5003.479048
6.0,377,5012.579619
3.0,274,5017.941167
3.0,289,5024.301331
1.0,209,5027.947715
5.0,371,5036.455734
1.0,187,5040.154995
1.0,183,5043.549399
4.0,309,5051.035545
1.0,209,5054.973691
5.0,360,5063.856528
3.0,273,5069.610853
0.0,168,5072.723739
2.0,241,5077.075372
4.0,337,5084.259634
1.0,194,5087.255891
1.0,217,5091.110613
3.0,249,5096.227114
0.0,158,5098.819569
0.0,164,5101.143251
3.0,315,5107.207555
1.0,193,5111.071756
3.0,278,5116.973261
6.0,402,5127.449056
6.0,379,5136.125651
2.0,236,5140.927665
1.0,176,5144.035843
4.0,335,5151.344511
3.0,257,5157.409413
1.0,187,5160.57596
1.0,210,5164.208474
0.0,170,5166.92673
0.0,181,5170.127275
5.0,369,5178.869707
4.0,366,5187.076113
1.0,183,5190.691722
4.0,315,5197.514754
3.0,278,5203.108545
2.0,229,5207.795955
1.0,229,5211.968802
2.0,236,5216.360652
4.0,270,5222.254705
2.0,269,5227.631774
6.0,422,5237.764029
3.0,267,5243.40492
2.0,252,5247.973435
4.0,309,5254.719035
1.0,189,5257.977984
1.0,181,5261.716405
0.0,152,5264.582534
2.0,220,5269.016735
6.0,435,5279.240751
2.0,271,5284.536321
0.0,163,5287.251531
1.0,200,5291.051741
4.0,308,5297.574336
1.0,190,5301.261238
2.0,239,5306.427742
0.0,161,5309.388045
3.0,293,5316.281048
4.0,319,5323.152727
6.0,410,5333.012511
3.0,273,5339.420327
4.0,318,5346.587149
2.0,238,5351.468965
2.0,267,5357.219472
0.0,161,5360.090849
2.0,244,5365.132464
6.0,411,5374.910526
3.0,274,5381.031708
2.0,244,5385.84716
2.0,234,5390.457667
3.0,287,5396.605172
2.0,209,5401.069259
2.0,243,5406.696413
3.0,280,5413.263686
3.0,261,5419.117956
3.0,299,5425.634389
1.0,196,5428.771783
2.0,261,5433.992938
1.0,201,5437.878821
4.0,312,5444.773795
2.0,235,5449.0952
2.0,234,5453.426771
1.0,205,5456.886407
2.0,231,5461.642484
2.0,223,5465.98952
5.0,381,5475.179177
1.0,221,5478.883621
1.0,217,5483.12964
1.0,219,5487.266921
0.0,159,5490.032063
6.0,405,5499.188389
1.0,214,5502.904848
7.0,397,5512.516895
2.0,244,5517.111983
2.0,236,5521.824993
2.0,234,5526.858381
0.0,157,5529.600007
2.0,222,5534.175636
6.0,403,5543.284989
1.0,186,5546.32156
2.0,237,5551.105363
1.0,205,5555.326224
5.0,370,5563.668039
0.0,133,5565.481211
0.0,141,5567.673106
1.0,201,5571.616517
3.0,298,5578.081557
2.0,247,5582.98014
1.0,199,5586.793242
1.0,191,5590.435792
3.0,265,5595.767732
0.0,153,5598.467036
2.0,226,5602.984333
3.0,304,5609.7807
1.0,191,5613.643163
1.0,182,5617.232331
2.0,215,5621.262911
3.0,271,5627.178697
1.0,199,5630.928433
1.0,192,5634.691501
3.0,269,5641.073161
1.0,196,5644.336711
2.0,254,5649.30432
4.0,344,5656.465053
2.0,238,5661.406052
3.0,277,5667.042882
2.0,220,5671.568709
4.0,320,5678.616033
1.0,226,5682.79329
3.0,277,5688.31085
2.0,224,5693.417261
2.0,260,5698.431681
2.0,264,5704.10051
2.0,247,5708.695875
1.0,166,5712.049116
1.0,216,5715.752797
6.0,403,5724.672989
1.0,203,5728.382782
3.0,282,5734.987407
2.0,214,5738.920868
1.0,197,5742.455217
0.0,158,5744.764646
2.0,266,5749.732073
6.0,451,5760.504178
0.0,171,5763.49305
2.0,234,5768.427388
1.0,185,5772.214544
4.0,306,5779.085568
4.0,314,5785.88731
3.0,259,5791.484646
1.0,196,5795.047375
2.0,235,5799.876271
3.0,269,5805.192988
4.0,322,5812.767571
1.0,223,5816.902912
1.0,210,5820.51417
2.0,248,5825.576098
4.0,319,5832.468874
6.0,414,5841.975741
5.0,331,5849.65223
4.0,319,5857.038408
2.0,217,5861.633524
3.0,279,5867.566844
6.0,374,5876.687803
4.0,315,5884.058323
2.0,237,5888.680655
2.0,253,5893.885686
5.0,380,5902.774567
4.0,295,5908.918985
2.0,222,5916.332051
2.0,257,5922.903104
5.0,364,5932.484854
1.0,224,5937.125672
3.0,280,5943.822045
5.0,369,5952.547228
3.0,251,5958.365912
5.0,345,5966.090305
6.0,282,5972.035767
2.0,241,5976.770512
2.0,223,5980.659418
0.0,177,5983.627606
3.0,282,5988.713749
1.0,196,5992.064759
0.0,173,5995.099979
3.0,272,6002.094366
0.0,162,6005.34961
1.0,189,6009.044364
3.0,279,6015.074158
1.0,203,6018.841678
1.0,223,6023.762002
0.0,180,6027.077801
0.0,157,6029.906352
1.0,221,6034.756679
0.0,149,6037.691112
0.0,171,6040.215785
4.0,310,6046.469101
4.0,332,6054.497838
1.0,200,6058.313982
1.0,216,6062.073424
1.0,197,6065.529183
2.0,203,6069.307006
5.0,360,6076.991536
2.0,231,6081.550416
3.0,300,6088.008462
4.0,329,6094.667506
4.0,304,6101.731294
3.0,244,6106.793635
3.0,261,6112.406411
3.0,249,6117.726079
2.0,218,6121.807877
3.0,284,6128.230684
1.0,201,6132.278849
2.0,238,6137.246014
3.0,302,6144.203759
3.0,265,6149.940398
2.0,255,6154.954081
4.0,305,6161.959059
2.0,242,6166.932533
7.0,462,6178.292692
2.0,230,6183.31592
1.0,207,6186.859703
2.0,224,6191.415328
1.0,200,6195.127689
3.0,281,6200.366718
3.0,302,6206.771868
5.0,351,6214.62791
2.0,235,6219.844182
2.0,246,6224.687298
1.0,221,6229.263606
1.0,222,6233.337044
4.0,294,6239.783947
1.0,219,6244.020418
4.0,292,6251.138561
7.0,494,6263.663081
1.0,187,6267.061163
0.0,175,6269.936974
2.0,202,6274.139585
3.0,292,6280.777599
2.0,229,6285.394085
2.0,245,6289.825937
0.0,167,6292.926737
5.0,341,6299.854933
2.0,239,6305.368927
2.0,251,6311.584711
2.0,236,6316.278495
6.0,419,6326.05309
1.0,196,6330.278126
1.0,209,6334.616652
8.0,444,6344.88771
3.0,251,6349.314098
7.0,420,6358.857997
2.0,221,6363.145584
4.0,341,6370.984963
5.0,326,6378.308247
1.0,219,6382.243248
2.0,211,6386.503149
4.0,327,6394.073714
2.0,200,6397.5786
3.0,280,6403.223476
2.0,219,6407.5561
2.0,247,6412.398529
1.0,203,6415.963483
4.0,330,6422.962471
3.0,257,6428.34981
3.0,296,6434.481734
2.0,255,6439.377397
3.0,263,6445.538911
5.0,367,6454.372769
2.0,258,6459.390929
0.0,164,6462.096717
4.0,341,6469.61482
2.0,224,6474.014291
0.0,172,6476.688403
1.0,196,6480.235547
5.0,346,6488.086798
3.0,281,6494.63856
3.0,295,6500.629605
3.0,285,6506.841595
1.0,199,6510.556855
0.0,153,6513.583122
1.0,197,6517.420516
2.0,251,6522.688937
4.0,289,6529.249458
1.0,214,6533.470678
0.0,155,6536.338109
4.0,310,6543.414258
2.0,239,6548.406434
3.0,256,6553.893267
1.0,186,6557.411785
3.0,267,6563.033355
2.0,234,6567.43976
5.0,346,6574.379383
2.0,232,6579.371741
3.0,259,6584.805928
3.0,303,6591.299922
2.0,268,6596.271333
5.0,313,6602.823521
4.0,338,6610.928067
7.0,443,6620.923213
4.0,324,6628.409697
2.0,223,6633.151454
3.0,303,6639.775351
3.0,277,6645.840629
1.0,228,6649.8162
6.0,402,6658.471461
2.0,241,6663.318846
1.0,198,6667.25653
4.0,295,6673.997766
3.0,280,6679.686139
2.0,228,6684.976225
3.0,262,6690.866906
5.0,383,6699.366493
2.0,243,6704.189937
1.0,205,6708.364958
1.0,188,6712.137677
5.0,381,6719.938762
6.0,408,6730.000494
2.0,254,6735.57225
1.0,185,6739.097816
3.0,299,6746.296127
4.0,318,6753.418248
3.0,285,6760.178268
3.0,286,6766.567626
3.0,284,6772.64558
5.0,355,6781.245862
3.0,296,6787.782622
3.0,279,6794.254084
3.0,281,6800.909439
2.0,204,6805.093739
1.0,183,6808.5579
3.0,292,6814.825342
2.0,244,6819.793989
2.0,232,6824.754814
3.0,267,6830.477727
2.0,274,6835.871564
3.0,292,6841.89644
3.0,285,6847.512355
2.0,229,6851.957173
4.0,299,6858.904222
3.0,284,6864.829751
5.0,341,6873.282155
4.0,317,6880.383553
4.0,372,6888.78151
2.0,252,6893.877082
0.0,167,6896.571228
3.0,265,6902.197738
2.0,216,6906.455207
1.0,212,6910.69715
4.0,323,6917.802455
0.0,156,6920.433957
1.0,214,6924.544497
4.0,350,6931.884962
4.0,316,6938.493187
2.0,250,6943.357071
4.0,312,6949.785485
1.0,230,6953.85798
1.0,166,6957.000264
4.0,311,6963.589172
3.0,319,6970.118061
5.0,390,6979.207558
6.0,368,6987.409393
4.0,309,6994.692876
1.0,199,6999.049338
4.0,303,7005.80838
7.0,421,7016.124302
3.0,266,7021.614266
3.0,278,7027.794169
3.0,263,7033.542633
3.0,310,7040.391906
5.0,316,7047.261872
1.0,209,7051.676191
6.0,434,7063.279919
7.0,444,7074.158259
2.0,249,7079.732867
5.0,376,7088.499545
7.0,404,7098.153063
3.0,304,7105.018212
5.0,390,7113.488196
4.0,305,7119.566618
2.0,257,7124.248348
1.0,206,7127.796451
3.0,262,7133.536036
0.0,161,7136.120125
2.0,255,7141.280557
4.0,328,7148.032897
4.0,320,7154.77793
2.0,226,7159.118676
2.0,231,7163.951892
5.0,342,7170.925103
4.0,291,7176.944415
4.0,313,7185.084207
2.0,250,7190.964973
3.0,298,7197.423592
5.0,409,7207.401169
5.0,362,7216.297994
3.0,294,7222.700833
4.0,307,7229.778759
2.0,242,7234.669449
2.0,248,7239.57187
1.0,201,7243.060688
5.0,390,7251.926887
4.0,325,7259.0715
3.0,292,7265.912606
3.0,301,7272.444675
2.0,239,7277.793301
4.0,356,7285.642107
3.0,316,7292.492559
2.0,269,7298.107081
4.0,316,7305.352104
2.0,237,7310.433388
3.0,271,7316.719005
2.0,221,7320.784188
1.0,202,7324.49942
4.0,317,7332.193075
3.0,309,7338.632473
2.0,233,7343.868917
4.0,300,7350.546593
1.0,179,7354.091855
5.0,373,7362.844807
2.0,216,7366.876649
1.0,182,7370.363755
2.0,233,7375.491557
3.0,277,7381.259258
0.0,167,7383.630826
6.0,411,7393.745628
3.0,295,7399.774611
1.0,199,7404.037316
4.0,337,7412.282049
2.0,211,7416.104672
4.0,308,7423.41885
3.0,303,7430.47613
1.0,199,7434.304255
0.0,160,7436.732819
5.0,364,7446.357929
5.0,355,7454.789778
4.0,351,7465.298028
4.0,348,7475.408818
5.0,369,7487.009906
2.0,227,7493.559837
4.0,330,7502.788883
3.0,296,7511.258468
6.0,402,7522.678361
5.0,374,7534.067262
2.0,221,7539.903611
3.0,272,7546.834895
5.0,327,7556.749396
8.0,502,7571.946521
2.0,241,7577.77597
5.0,358,7588.373132
1.0,203,7593.918803
1.0,201,7599.386817
0.0,160,7603.044097
4.0,336,7612.529884
3.0,265,7621.222401
2.0,233,7627.000852
4.0,352,7637.304361
7.0,470,7653.285778
5.0,347,7661.997293
3.0,259,7668.413847
2.0,246,7675.694442
2.0,247,7681.830108
0.0,160,7684.905298
1.0,191,7688.808757
4.0,333,7698.409901
2.0,244,7704.349692
4.0,318,7712.562577
1.0,186,7716.985977
6.0,415,7729.066169
6.0,408,7741.687783
8.0,436,7754.65329
2.0,244,7761.42159
2.0,232,7768.189841
1.0,188,7773.14659
2.0,261,7781.071294
2.0,239,7788.667376
3.0,271,7797.430458
1.0,188,7802.872526
14.0,497,7820.982741
0.0,181,7824.528505
5.0,347,7835.889455
4.0,305,7845.138424
4.0,292,7851.739249
5.0,330,7859.180339
2.0,248,7864.882909
8.0,431,7876.594585
3.0,264,7882.091228
4.0,278,7888.124589
1.0,193,7892.027856
3.0,277,7898.708413
4.0,329,7906.270183
3.0,274,7912.22144
1.0,211,7916.451737
6.0,383,7925.741549
7.0,415,7935.813807
3.0,274,7942.340253
6.0,411,7952.684967
2.0,229,7957.88314
2.0,243,7962.385689
3.0,287,7968.928365
5.0,382,7977.715595
7.0,470,7988.694769
6.0,397,7998.464089
5.0,347,8007.292344
3.0,269,8012.86904
4.0,308,8019.282351
3.0,280,8025.376604
3.0,282,8031.420801
3.0,289,8037.574179
4.0,308,8044.843715
4.0,329,8051.993856
4.0,322,8059.202855
2.0,258,8064.148925
2.0,245,8068.601703
1.0,194,8072.333558
5.0,353,8080.781977
8.0,498,8092.307317
2.0,229,8096.795331
3.0,281,8102.609098
4.0,300,8109.354707
1.0,221,8113.339623
6.0,424,8123.299267
3.0,276,8129.043166
4.0,357,8136.996199
2.0,251,8142.26835
4.0,328,8148.882014
4.0,329,8156.11339
5.0,354,8164.025343
4.0,329,8171.083558
2.0,248,8176.191192
2.0,265,8181.776734
0.0,150,8184.081282
6.0,377,8193.313838
2.0,242,8198.063554
6.0,424,8208.022615
4.0,295,8214.407725
1.0,170,8217.450271
5.0,374,8225.303899
7.0,428,8236.402028
2.0,266,8241.909399
7.0,322,8248.78451
6.0,396,8258.531393
1.0,185,8261.709742
2.0,254,8266.702006
4.0,328,8274.371202
2.0,233,8278.842497
3.0,288,8285.079704
2.0,224,8290.014531
3.0,300,8297.158916
3.0,266,8302.461803
5.0,372,8311.030824
2.0,231,8315.843463
2.0,245,8320.969151
3.0,274,8326.426302
3.0,283,8332.430761
3.0,271,8338.587636
4.0,311,8344.697499
4.0,353,8352.474167
5.0,344,8361.723285
4.0,325,8370.402013
1.0,197,8375.771092
0.0,150,8378.77319
2.0,239,8384.577493
3.0,283,8391.755917
4.0,287,8399.95081
2.0,271,8406.084137
3.0,308,8413.847264
5.0,370,8423.761943
3.0,293,8430.533934
4.0,305,8437.791077
3.0,299,8444.655372
4.0,312,8452.411952
2.0,236,8457.813436
6.0,422,8468.394307
3.0,325,8476.772481
4.0,306,8484.951177
7.0,423,8498.420529
1.0,223,8503.843303
5.0,364,8514.458016
1.0,223,8520.102372
5.0,400,8530.349875
5.0,401,8542.372963
2.0,231,8547.971353
1.0,186,8550.954023
2.0,245,8556.42059
3.0,258,8563.149777
5.0,383,8574.539865
4.0,322,8583.512766
5.0,354,8593.865828
9.0,529,8610.78624
3.0,307,8619.40083
1.0,190,8624.046674
4.0,312,8633.28773
5.0,328,8642.656129
3.0,279,8649.027697
3.0,283,8655.456875
4.0,340,8663.129898
5.0,362,8672.176103
1.0,192,8676.511201
5.0,369,8684.222757
6.0,374,8693.177146
3.0,260,8700.151482
2.0,226,8704.54075
3.0,296,8711.633581
5.0,366,8720.760505
5.0,365,8729.454984
2.0,234,8735.14532
3.0,247,8739.844132
6.0,382,8748.57673
3.0,295,8754.268879
5.0,397,8762.800496
5.0,351,8770.50463
3.0,266,8776.173785
3.0,258,8781.777142
6.0,370,8791.230337
7.0,433,8801.150063
5.0,322,8808.547912
1.0,190,8812.197162
5.0,381,8820.973841
5.0,374,8829.010989
2.0,271,8834.297643
0.0,163,8837.002814
5.0,346,8844.893225
0.0,158,8847.720922
5.0,369,8856.032178
5.0,366,8863.735521
5.0,367,8871.804635
0.0,182,8874.973363
5.0,327,8881.922411
3.0,299,8887.74562
8.0,385,8895.854004
2.0,222,8899.918795
3.0,275,8905.651962
5.0,334,8912.163343
4.0,317,8918.639875
2.0,259,8923.520502
0.0,130,8925.187983
1.0,221,8928.898088
3.0,294,8935.035094
4.0,315,8941.420547
4.0,309,8947.952893
3.0,278,8953.712135
4.0,335,8960.838992
3.0,271,8965.837958
4.0,339,8972.810993
5.0,343,8979.818238
7.0,455,8990.294153
4.0,334,8996.951778
4.0,346,9004.935025
3.0,263,9010.039512
0.0,171,9012.583918
7.0,423,9021.869248
6.0,383,9030.606807
1.0,217,9034.404886
3.0,260,9038.99243
2.0,254,9043.587391
2.0,261,9048.732268
3.0,280,9054.477501
4.0,346,9061.837989
4.0,323,9069.652344
3.0,291,9075.586256
1.0,197,9078.7979
1.0,208,9082.497124
2.0,240,9087.97857
4.0,320,9095.25766
0.0,133,9097.079899
3.0,261,9103.101951
3.0,301,9109.334822
3.0,259,9115.388648
4.0,286,9121.687539
2.0,241,9126.610897
6.0,423,9135.97478
3.0,284,9142.069742
1.0,182,9145.211768
4.0,347,9152.669094
5.0,363,9160.815729
5.0,351,9168.267221
1.0,181,9171.249828
1.0,209,9175.096332
5.0,383,9183.59624
4.0,281,9189.546833
5.0,346,9197.708925
4.0,313,9204.434516
6.0,412,9214.129636
2.0,232,9218.271832
3.0,293,9224.118477
3.0,289,9229.458555
7.0,481,9239.652362
2.0,239,9244.450595
3.0,296,9250.210226
4.0,347,9258.16036
3.0,300,9264.908106
0.0,166,9267.179789
4.0,279,9273.110087
4.0,346,9280.102536
4.0,331,9286.304246
5.0,358,9293.685985
1.0,185,9296.584889
5.0,336,9303.548853
4.0,374,9310.932829
1.0,211,9314.223353
5.0,389,9322.369661
2.0,253,9327.275673
5.0,374,9335.096402
7.0,475,9344.938315
3.0,271,9350.298292
3.0,287,9355.616511
2.0,222,9360.144946
3.0,281,9365.496865
2.0,250,9369.996319
3.0,315,9375.757866
5.0,362,9383.515271
4.0,329,9390.053776
5.0,380,9398.266359
6.0,404,9407.526177
3.0,276,9413.224505
4.0,317,9419.724981
6.0,416,9428.30009
1.0,207,9431.571802
8.0,486,9442.16466
1.0,209,9445.470396
5.0,360,9452.408457
4.0,347,9459.735275
5.0,328,9466.267145
2.0,243,9470.775624
6.0,406,9479.324971
5.0,370,9487.460339
4.0,309,9493.159106
4.0,297,9499.239579
5.0,369,9507.007511
2.0,212,9510.86029
2.0,254,9515.157733
3.0,268,9520.730645
3.0,278,9526.499243
7.0,446,9535.93525
7.0,471,9546.509627
7.0,448,9555.898804
7.0,432,9565.629909
4.0,326,9572.230076
4.0,331,9578.772055
7.0,494,9590.718697
7.0,448,9600.056148
7.0,429,9609.455008
3.0,231,9613.93158
2.0,213,9617.669054
2.0,214,9622.01264
3.0,232,9627.321588
4.0,339,9634.159978
9.0,518,9646.649813
6.0,373,9656.144988
4.0,345,9663.980265
6.0,408,9672.923575
3.0,272,9679.014619
7.0,439,9689.377353
1.0,199,9693.202803
3.0,276,9698.935092
3.0,297,9705.356726
2.0,254,9710.430002
2.0,215,9714.659914
3.0,303,9721.731734
4.0,290,9728.035707
4.0,336,9735.336082
3.0,302,9742.001873
5.0,338,9749.563044
5.0,384,9758.485619
5.0,358,9765.983838
5.0,383,9774.25511
5.0,364,9782.599034
7.0,476,9794.01455
5.0,375,9802.628326
9.0,436,9813.172122
5.0,338,9821.044611
6.0,393,9830.391916
4.0,270,9836.327668
4.0,312,9843.338652
4.0,328,9850.957116
3.0,279,9856.34541
3.0,263,9861.768776
12.0,510,9874.412326
2.0,243,9878.826685
4.0,300,9885.248187
0.0,155,9887.342087
6.0,385,9895.43919
6.0,440,9904.82651
6.0,406,9913.001543
4.0,305,9919.07196
4.0,367,9926.36555
7.0,477,9936.550298
5.0,377,9944.29012
2.0,207,9947.9612
10.0,573,9960.574814
7.0,443,9970.354096
6.0,402,9978.876945
10.0,570,9991.426646
4.0,309,9997.907713
5.0,337,10004.796522
4.0,323,10010.917957
3.0,283,10016.207998
2.0,213,10019.884495
2.0,243,10024.37413
4.0,283,10030.065062
6.0,415,10038.996291
3.0,314,10045.10836
4.0,307,10051.221456
2.0,243,10055.289275
3.0,247,10060.207079
5.0,368,10067.590933
3.0,273,10073.282113
5.0,354,10080.6086
5.0,356,10088.323041
2.0,258,10092.826429
2.0,229,10096.895436
4.0,307,10102.619182
5.0,353,10109.935648
5.0,398,10118.44271
8.0,470,10128.560014
1.0,168,10131.437883
1.0,216,10135.121038
3.0,263,10140.43541
0.0,133,10142.107749
4.0,301,10148.185431
5.0,394,10156.31078
4.0,323,10162.839499
4.0,312,10168.993343
6.0,393,10177.155017
3.0,260,10182.43013
8.0,490,10192.985041
4.0,318,10199.09011
2.0,238,10203.576081
4.0,299,10210.068993
4.0,306,10216.14412
6.0,403,10224.261202
9.0,542,10236.04712
3.0,284,10241.740357
5.0,323,10248.225976
0.0,148,10250.281442
4.0,336,10256.790492
5.0,390,10265.324362
5.0,358,10273.11837
5.0,350,10280.9858
4.0,329,10287.882266
6.0,389,10296.815409
3.0,288,10302.561184
4.0,337,10310.397416
10.0,460,10321.833233
8.0,440,10332.556459
5.0,358,10340.871918
3.0,264,10346.289844
4.0,339,10354.348784
7.0,412,10363.982607
8.0,466,10375.184293
2.0,228,10379.7021
2.0,229,10384.225899
7.0,454,10394.548925
4.0,307,10401.235362
4.0,309,10407.949549
6.0,375,10417.562435
2.0,230,10422.424631
5.0,367,10431.086571
4.0,305,10437.455413
4.0,271,10443.733606
3.0,289,10449.838623
1.0,203,10453.441721
4.0,314,10460.301497
2.0,264,10465.549389
7.0,445,10476.500842
3.0,256,10482.188576
6.0,391,10492.068871
6.0,384,10501.299944
7.0,434,10511.377557
4.0,315,10518.780481
4.0,340,10525.543548
5.0,359,10533.382515
2.0,236,10538.269885
10.0,539,10550.903072
4.0,352,10558.095919
3.0,258,10563.007764
3.0,269,10568.301835
5.0,341,10575.463871
3.0,275,10581.361626
5.0,372,10590.248272
6.0,410,10599.547186
8.0,457,10610.78205
5.0,364,10619.103301
5.0,388,10627.951819
2.0,260,10633.460149
3.0,259,10639.285297
1.0,214,10643.537626
10.0,556,10658.491038
7.0,441,10669.502204
3.0,314,10676.387756
1.0,200,10679.869638
6.0,374,10688.244722
4.0,318,10695.574735
5.0,379,10704.029135
6.0,391,10713.478578
16.0,679,10731.119368
5.0,333,10738.565429
3.0,300,10745.013024
4.0,318,10751.454796
3.0,257,10756.586266
1.0,200,10760.206611
4.0,331,10767.333822
6.0,392,10776.139544
1.0,200,10779.202161
13.0,521,10791.290978
5.0,356,10799.175893
12.0,595,10814.173012
7.0,415,10823.817777
6.0,360,10831.637072
3.0,310,10837.973187
5.0,381,10846.241084
3.0,267,10851.523796
3.0,291,10857.297764
4.0,328,10864.456073
3.0,285,10870.322411
10.0,516,10881.997431
3.0,253,10886.896667
3.0,290,10893.158283
15.0,515,10905.524034
7.0,410,10915.328497
4.0,334,10922.137768
2.0,211,10926.517306
6.0,426,10935.93599
5.0,369,10944.351358
7.0,432,10955.255281
4.0,309,10962.332022
3.0,241,10967.599506
3.0,285,10972.836517
11.0,547,10987.109714
6.0,382,10995.794339
6.0,389,11003.7802
5.0,374,11011.549921
10.0,539,11023.304768
4.0,325,11030.170076
6.0,418,11039.133598
4.0,320,11045.676754
2.0,251,11050.530956
4.0,329,11057.0657
5.0,354,11064.941381
4.0,295,11071.306213
4.0,322,11078.330578
6.0,392,11087.391333
3.0,284,11093.081588
8.0,450,11104.376564
1.0,186,11107.446437
9.0,435,11117.371544
4.0,310,11123.985253
4.0,297,11130.475716
5.0,339,11138.693971
6.0,387,11147.858844
7.0,426,11158.754188
4.0,312,11166.460021
9.0,499,11179.970942
3.0,287,11186.559319
7.0,398,11195.957048
4.0,329,11203.907997
1.0,211,11207.820965
7.0,463,11219.917936
8.0,448,11230.946698
7.0,429,11241.491162
5.0,394,11250.856392
0.0,176,11253.715376
4.0,338,11261.744097
10.0,546,11275.85493
7.0,437,11286.825828
4.0,336,11295.071395
5.0,330,11303.265908
2.0,243,11307.898614
3.0,259,11313.557151
5.0,373,11322.486241
4.0,321,11329.435901
6.0,382,11338.660059
5.0,337,11346.200835
3.0,281,11352.62675
6.0,422,11361.903493
5.0,335,11369.234897
9.0,480,11381.283553
3.0,288,11387.604902
6.0,394,11398.200074
8.0,509,11414.782787
9.0,463,11426.125823
6.0,366,11436.600563
6.0,416,11446.241048
5.0,344,11454.163179
6.0,388,11462.544568
11.0,574,11475.923901
6.0,390,11484.82824
9.0,534,11497.323526
1.0,189,11500.397059
6.0,410,11509.753005
10.0,571,11523.323614
2.0,226,11527.357362
6.0,398,11536.543764
3.0,285,11542.840952
10.0,402,11552.332725
5.0,368,11561.378254
4.0,294,11567.903621
3.0,293,11573.931199
3.0,307,11580.267926
6.0,437,11591.026855
2.0,247,11595.46522
4.0,325,11602.673505
2.0,223,11606.94037
3.0,288,11613.640333
7.0,467,11625.216275
11.0,493,11636.6353
2.0,210,11640.839714
4.0,288,11647.478784
5.0,407,11657.650876
2.0,237,11662.527004
5.0,362,11670.777684
6.0,422,11681.132055
16.0,512,11694.189121
4.0,347,11702.411745
8.0,473,11714.040253
9.0,507,11725.773951
13.0,555,11739.185743
10.0,554,11752.158248
6.0,398,11761.181534
6.0,415,11771.094197
9.0,422,11781.241788
5.0,397,11790.303233
3.0,279,11795.921212
5.0,340,11803.898828
12.0,631,11819.485873
7.0,478,11830.512824
6.0,374,11839.663593
3.0,302,11846.131901
6.0,384,11855.464358
3.0,295,11861.200312
5.0,368,11870.523049
6.0,377,11878.863662
9.0,462,11889.85096
6.0,380,11898.140548
7.0,406,11907.398336
9.0,464,11917.698281
4.0,293,11923.408744
3.0,297,11930.102368
6.0,404,11939.563578
15.0,549,11952.704587
2.0,249,11957.382915
7.0,434,11967.02878
1.0,202,11970.458768
2.0,251,11975.126859
12.0,450,11984.942898
8.0,452,11995.605534
11.0,499,12007.135961
7.0,427,12017.27798
4.0,292,12023.628299
5.0,380,12032.904464
3.0,317,12039.373458
6.0,350,12048.182329
6.0,350,12056.652234
6.0,390,12065.59566
6.0,407,12075.043958
8.0,452,12085.329046
5.0,391,12094.161067
6.0,398,12103.635837
10.0,555,12117.313549
3.0,242,12122.637826
5.0,329,12130.338099
5.0,338,12137.953757
9.0,459,12148.505014
2.0,237,12152.869405
5.0,353,12160.534266
6.0,404,12170.366891
7.0,431,12181.461775
6.0,428,12191.808184
5.0,358,12199.403484
3.0,262,12205.247771
5.0,334,12212.693077
4.0,300,12219.613991
6.0,373,12228.094268
5.0,333,12234.800469
3.0,280,12240.23627
2.0,251,12244.858198
2.0,215,12248.994821
6.0,397,12257.253679
3.0,263,12262.31862
10.0,410,12271.038796
3.0,240,12276.066254
9.0,519,12287.947414
4.0,327,12294.794157
4.0,341,12301.843353
4.0,316,12308.885956
9.0,565,12323.449675
