#{"t_start": 1713848176.2052467, "env_id": "ALE/Breakout-v5"}
r,l,t
7.0,405,99.447097
7.0,408,100.369352
5.0,341,101.169393
7.0,413,101.842953
4.0,304,102.60779
2.0,219,102.9189
6.0,391,103.812493
3.0,246,104.165329
7.0,282,104.599216
3.0,261,105.241619
9.0,364,105.812851
3.0,241,106.490406
3.0,253,106.905826
2.0,218,107.209329
3.0,254,107.857691
12.0,525,108.745053
7.0,408,109.693829
3.0,253,110.070046
6.0,373,110.967039
2.0,210,111.296887
7.0,393,112.260882
6.0,390,113.196736
7.0,426,113.919514
9.0,359,114.781322
7.0,281,115.245114
11.0,447,116.306602
2.0,215,116.6187
4.0,274,117.316518
7.0,414,118.005045
3.0,244,118.665191
5.0,341,119.196751
7.0,396,120.166053
3.0,244,120.536148
3.0,253,121.147785
6.0,399,121.78952
6.0,372,122.709159
7.0,426,123.686835
3.0,250,124.055078
3.0,255,124.437983
9.0,351,125.302472
5.0,353,125.884986
5.0,346,126.736651
3.0,258,127.099354
7.0,416,128.052851
2.0,225,128.372239
3.0,243,128.977876
6.0,372,129.609908
18.0,545,130.839714
3.0,233,131.506365
1.0,170,131.766548
7.0,409,132.462086
8.0,443,133.442087
4.0,273,134.121139
4.0,289,134.576179
9.0,493,135.667048
15.0,566,136.877431
2.0,199,137.162997
8.0,446,138.150335
11.0,618,139.453243
11.0,491,140.516049
6.0,391,141.085332
4.0,315,141.804884
8.0,438,142.532422
11.0,591,143.775974
13.0,542,144.962204
13.0,571,146.181147
12.0,501,147.290116
9.0,559,148.468105
11.0,480,149.493778
14.0,592,150.705024
9.0,491,151.762939
8.0,480,152.805279
12.0,600,154.073368
10.0,518,155.179813
6.0,403,155.803411
8.0,433,156.751813
17.0,619,158.053389
14.0,577,159.26485
5.0,346,159.810982
12.0,626,161.413849
3.0,266,161.771209
6.0,366,162.357357
5.0,310,163.139719
6.0,403,164.115581
17.0,608,165.399307
14.0,684,166.851932
9.0,526,168.004909
9.0,458,169.035892
11.0,473,169.812827
6.0,384,170.65583
11.0,581,171.85049
12.0,523,172.961629
12.0,565,174.160831
16.0,688,175.5804
14.0,592,176.84613
17.0,602,178.153688
13.0,536,179.442107
14.0,605,180.694874
12.0,687,182.087977
12.0,631,183.403888
13.0,558,184.538227
12.0,523,185.626758
11.0,565,186.792152
14.0,550,187.947903
9.0,515,189.048579
7.0,425,189.972745
16.0,633,191.311921
18.0,644,192.609696
15.0,653,193.977082
14.0,585,195.158841
19.0,711,196.627329
7.0,432,197.575887
14.0,582,198.778901
9.0,444,199.746517
12.0,637,201.058304
11.0,590,202.269633
21.0,649,203.555831
10.0,588,204.805268
10.0,542,205.936663
19.0,685,207.350355
11.0,490,208.452803
20.0,702,210.001912
18.0,727,211.5304
18.0,639,213.220171
13.0,672,214.622562
13.0,678,216.08085
10.0,560,217.262112
18.0,651,218.579391
22.0,796,220.208784
13.0,655,221.57198
16.0,691,223.205212
14.0,648,224.519302
20.0,694,225.913482
12.0,669,227.272156
17.0,666,228.609939
12.0,592,229.840363
12.0,603,231.05875
13.0,651,232.622315
12.0,602,233.854628
29.0,795,235.392866
19.0,685,236.731201
22.0,771,238.289203
22.0,776,240.112646
14.0,682,241.510692
11.0,578,242.690781
11.0,638,244.01446
18.0,735,245.482227
10.0,559,246.652684
20.0,670,248.297607
25.0,792,249.912666
22.0,807,251.790772
23.0,706,253.195493
16.0,745,254.687119
18.0,712,256.080775
23.0,799,258.002949
15.0,560,259.176327
15.0,612,260.435837
10.0,549,261.561448
20.0,759,263.088562
7.0,436,264.017544
25.0,787,265.575695
14.0,696,266.948722
13.0,524,268.058062
21.0,813,269.920541
21.0,749,271.416219
11.0,571,272.583043
23.0,718,274.037587
15.0,639,275.34627
21.0,709,277.068791
19.0,823,278.666474
14.0,682,280.03142
17.0,786,281.904413
12.0,624,283.177099
14.0,597,284.436908
15.0,612,285.723454
23.0,976,287.990482
18.0,730,289.50653
14.0,695,290.895609
9.0,483,291.957109
21.0,809,293.553343
28.0,826,295.507757
14.0,619,296.802732
18.0,792,298.417268
18.0,752,300.174926
25.0,712,301.574271
16.0,725,303.058359
22.0,829,304.992451
12.0,633,306.252844
20.0,687,307.648038
16.0,641,308.952654
10.0,521,310.017698
19.0,727,311.469251
17.0,703,313.187882
12.0,633,314.461952
15.0,747,316.001823
27.0,755,317.467242
12.0,637,319.01201
20.0,611,320.238576
18.0,706,321.651451
23.0,769,323.160103
22.0,798,325.008276
13.0,695,326.403285
13.0,657,327.711334
14.0,614,328.978628
17.0,704,330.472554
13.0,649,331.814171
15.0,678,333.456718
12.0,594,334.710797
21.0,806,336.302107
9.0,504,337.339883
21.0,817,338.991849
27.0,700,340.673962
11.0,607,341.980329
26.0,815,343.647075
18.0,706,345.066376
11.0,554,346.194944
24.0,788,348.048848
16.0,791,349.617556
18.0,684,350.993067
9.0,492,352.029667
13.0,648,353.314504
27.0,842,355.238909
8.0,467,356.20168
23.0,735,357.738197
19.0,779,359.338846
20.0,710,361.077554
14.0,742,362.571916
25.0,737,364.03474
24.0,780,365.609903
12.0,613,367.176955
24.0,804,368.784135
16.0,742,370.332973
32.0,1038,372.630697
20.0,801,374.640052
21.0,863,376.365177
9.0,477,377.40224
14.0,652,378.7774
13.0,691,380.202732
22.0,735,381.970167
13.0,664,383.362477
21.0,825,385.030542
23.0,927,387.097238
23.0,960,389.202105
20.0,727,390.63805
8.0,465,391.629228
24.0,858,393.321105
21.0,864,395.303832
9.0,463,396.300745
14.0,690,397.684291
12.0,614,399.017776
15.0,671,400.443925
23.0,817,402.355367
15.0,615,403.660846
20.0,729,405.176838
22.0,827,406.850898
12.0,615,408.131983
21.0,784,409.954888
25.0,859,411.701853
18.0,621,412.932777
19.0,753,414.752247
20.0,778,416.401202
15.0,600,417.680161
23.0,817,419.597657
29.0,927,421.41631
16.0,658,422.740322
15.0,675,424.398839
20.0,763,425.903666
13.0,676,427.248131
14.0,687,428.652205
10.0,546,429.856578
18.0,708,431.52282
25.0,803,433.153688
34.0,956,435.327313
16.0,644,436.60963
16.0,753,438.10974
19.0,761,439.882318
14.0,662,441.211335
26.0,815,442.860115
27.0,926,444.946326
21.0,803,446.541892
25.0,867,448.526696
19.0,713,449.99556
19.0,725,451.489673
14.0,698,453.197396
18.0,744,454.71596
19.0,692,456.167306
24.0,803,458.089428
21.0,723,459.611001
17.0,768,461.199733
12.0,639,462.563487
15.0,749,464.366074
11.0,565,465.604769
26.0,817,467.266128
24.0,823,469.244978
27.0,886,471.128971
25.0,880,473.184816
10.0,524,474.338805
19.0,720,475.857076
17.0,585,477.147603
16.0,758,478.755388
24.0,908,480.898667
15.0,597,482.193383
19.0,813,484.151814
24.0,736,485.674367
18.0,832,487.394575
24.0,852,489.431286
14.0,628,490.791444
17.0,733,492.316121
13.0,505,493.403362
11.0,552,494.746564
24.0,819,496.789502
14.0,714,498.311866
32.0,1004,500.576192
15.0,751,502.104454
19.0,767,503.704244
16.0,801,505.584318
14.0,715,507.056091
17.0,674,508.433947
13.0,623,509.728474
13.0,698,511.413238
17.0,790,513.01326
22.0,768,514.609177
23.0,901,516.687106
10.0,579,517.885162
25.0,814,519.534336
14.0,632,520.837011
16.0,642,522.427016
11.0,595,523.669982
19.0,779,525.273329
30.0,928,527.383185
19.0,908,529.191
19.0,881,531.182223
8.0,501,532.228832
34.0,1150,534.718714
11.0,546,535.893209
10.0,568,537.059993
17.0,771,538.597093
12.0,629,539.878003
24.0,834,541.812038
15.0,705,543.243779
22.0,860,544.988103
19.0,721,546.726466
20.0,836,548.408741
25.0,861,550.392897
24.0,859,552.138723
6.0,338,552.909524
23.0,791,554.4901
16.0,670,555.837975
19.0,703,557.514206
18.0,738,558.989897
16.0,785,560.595507
20.0,785,562.476794
19.0,847,564.159353
20.0,797,566.058213
17.0,811,567.672762
25.0,900,569.712015
26.0,1042,572.029041
22.0,732,573.520173
14.0,649,574.852969
37.0,1101,577.30168
15.0,753,578.895124
21.0,846,580.936625
30.0,911,582.753361
12.0,607,583.990899
21.0,959,586.15325
14.0,647,587.503649
16.0,624,588.821183
12.0,625,590.150433
16.0,747,591.973424
23.0,686,593.418198
14.0,699,594.883504
13.0,631,596.189607
11.0,634,597.489005
13.0,532,598.609664
30.0,982,600.824825
18.0,752,602.368715
22.0,824,604.286251
25.0,888,606.345804
14.0,711,607.79343
21.0,696,609.22094
16.0,687,610.619191
11.0,562,611.789403
14.0,682,613.199459
11.0,611,614.51484
19.0,818,616.46151
31.0,865,618.258694
21.0,806,620.163344
23.0,867,621.921597
18.0,756,623.691745
25.0,960,625.578282
23.0,641,627.204082
30.0,729,628.716823
20.0,787,630.362596
17.0,692,631.805176
20.0,836,633.724605
26.0,705,635.182768
25.0,897,637.204768
12.0,612,638.457262
11.0,559,639.584464
24.0,760,641.100668
23.0,847,643.035882
19.0,756,644.526339
17.0,700,645.909946
19.0,780,647.742828
21.0,715,649.181496
24.0,783,650.728785
25.0,870,652.707165
15.0,740,654.163279
15.0,701,655.528244
13.0,637,657.053643
8.0,488,657.841588
21.0,851,659.803817
10.0,578,661.022591
20.0,841,662.734479
25.0,963,664.917857
17.0,774,666.746027
24.0,967,668.636651
9.0,483,669.642697
33.0,1077,672.037327
20.0,678,673.481485
20.0,712,674.935165
8.0,444,675.920248
27.0,878,677.956446
13.0,625,679.313516
9.0,477,680.338127
18.0,517,681.471637
27.0,850,683.259549
30.0,986,685.528288
20.0,817,687.184544
10.0,531,688.336571
25.0,907,690.439132
13.0,653,691.797718
24.0,938,693.891003
27.0,991,695.891283
17.0,781,697.720716
28.0,1064,700.074269
20.0,649,701.419605
11.0,603,702.72932
18.0,757,704.335057
11.0,523,705.496368
18.0,822,707.40351
7.0,410,708.047185
27.0,890,710.079336
20.0,589,711.330373
28.0,841,713.024994
16.0,734,714.812736
18.0,661,716.205684
23.0,880,718.282188
15.0,730,719.820679
26.0,839,721.541473
15.0,573,722.813516
19.0,699,724.377852
16.0,566,725.622385
13.0,627,727.245682
12.0,542,728.152738
26.0,786,730.054637
10.0,497,731.145586
9.0,446,732.178825
15.0,698,733.636857
14.0,612,734.929603
13.0,659,736.292961
10.0,567,737.499047
42.0,1111,739.967126
15.0,747,741.454944
16.0,639,742.773964
15.0,687,744.507364
9.0,492,745.312079
10.0,556,746.485004
29.0,957,748.630934
18.0,681,750.017467
14.0,551,751.150514
32.0,979,753.370781
31.0,827,755.272137
20.0,779,756.793535
22.0,784,758.353496
19.0,726,760.113447
11.0,537,761.359578
20.0,783,762.967111
21.0,793,764.567299
30.0,839,766.496611
18.0,759,768.090019
18.0,865,770.070594
12.0,618,771.333242
23.0,922,773.143178
22.0,811,775.049696
15.0,771,776.581312
15.0,747,778.423377
12.0,584,779.650676
16.0,807,781.27128
6.0,415,782.173854
15.0,692,783.574878
11.0,595,784.849666
27.0,989,787.192957
32.0,1153,789.764426
19.0,729,791.276301
17.0,737,792.902677
33.0,1075,795.521198
12.0,670,796.916225
18.0,749,798.815307
19.0,747,800.326415
14.0,706,801.752452
15.0,615,803.011827
25.0,727,804.751851
22.0,836,806.473629
17.0,686,807.973316
4.0,305,808.734993
15.0,681,810.131768
25.0,820,811.77011
17.0,790,813.691116
24.0,750,815.187583
8.0,466,816.189756
17.0,728,817.716159
18.0,722,819.162565
7.0,417,820.063663
8.0,483,821.156801
9.0,492,822.220075
12.0,530,823.369969
23.0,788,824.945863
22.0,899,826.957906
16.0,692,828.346921
14.0,687,829.762883
14.0,638,831.074219
14.0,667,832.468926
18.0,887,834.496816
17.0,790,836.106693
22.0,823,838.097354
13.0,633,839.43709
19.0,803,841.084594
18.0,761,842.880547
11.0,603,844.169687
23.0,818,845.846837
16.0,764,847.6488
26.0,627,848.980072
22.0,1050,851.348981
23.0,782,853.042654
22.0,830,854.811868
23.0,878,856.865965
14.0,624,858.148942
24.0,774,859.708019
24.0,805,861.640034
18.0,728,863.092089
13.0,657,864.495688
12.0,598,865.825458
16.0,762,867.690521
20.0,749,869.286669
17.0,788,870.990863
25.0,825,873.048552
13.0,648,874.38349
24.0,932,876.623868
17.0,719,878.163198
15.0,727,879.654938
24.0,879,881.697843
22.0,911,883.466998
10.0,474,884.508126
20.0,758,886.333386
16.0,759,887.881663
14.0,742,889.356705
14.0,716,891.179245
22.0,922,893.040287
14.0,682,894.436742
25.0,1004,896.65515
16.0,709,898.102253
23.0,821,899.994553
15.0,705,901.511614
14.0,700,902.945424
19.0,617,904.253334
27.0,920,906.407478
30.0,964,908.629729
27.0,975,910.818197
16.0,726,912.254687
15.0,619,913.551558
24.0,838,915.545596
16.0,751,917.085753
18.0,725,918.591344
17.0,662,919.986984
13.0,640,921.330159
21.0,715,923.075473
26.0,979,925.062093
18.0,724,926.84459
29.0,1047,929.136664
14.0,691,930.5313
30.0,958,932.71882
25.0,869,934.509148
19.0,718,935.956545
22.0,887,937.970197
18.0,658,939.30935
18.0,801,941.152233
20.0,876,942.931798
14.0,657,944.266483
26.0,855,946.248767
15.0,765,947.813038
23.0,902,949.868239
18.0,757,951.409435
11.0,574,952.577644
35.0,1033,954.863499
8.0,484,955.916972
20.0,793,957.581843
13.0,642,958.961337
11.0,553,960.121143
20.0,801,962.033591
22.0,767,963.617494
39.0,1120,966.105522
25.0,729,967.894384
25.0,810,969.541259
27.0,915,971.648471
16.0,646,972.969278
17.0,660,974.278028
14.0,681,975.648359
21.0,702,977.043499
19.0,741,978.833764
16.0,796,980.439347
13.0,697,981.858711
29.0,997,984.043047
19.0,733,985.521702
23.0,894,987.530241
23.0,679,988.961898
23.0,867,991.0933
28.0,878,992.89146
18.0,764,994.768769
33.0,1098,997.28606
19.0,787,998.849856
32.0,1002,1001.069968
22.0,879,1003.127792
15.0,791,1004.694974
15.0,768,1006.228863
20.0,835,1008.157543
25.0,751,1009.611145
23.0,834,1011.507617
11.0,567,1012.651822
26.0,943,1014.456768
25.0,913,1016.539812
23.0,864,1018.229083
11.0,623,1019.498539
19.0,775,1021.276384
28.0,1002,1023.421983
24.0,803,1024.991376
18.0,741,1026.465111
27.0,911,1028.535285
24.0,873,1030.489346
17.0,799,1032.059959
18.0,781,1033.561626
34.0,1122,1035.953187
18.0,671,1037.570866
16.0,647,1038.901621
17.0,750,1040.413797
30.0,1009,1042.618727
23.0,866,1044.340706
25.0,757,1046.096411
26.0,782,1047.63208
32.0,1035,1049.919139
36.0,1093,1052.339098
15.0,697,1053.759727
29.0,930,1055.829718
32.0,938,1057.886895
28.0,846,1059.571887
13.0,716,1061.004189
12.0,629,1062.541791
31.0,1075,1064.895441
22.0,894,1066.620799
12.0,652,1067.940991
28.0,887,1070.008
19.0,799,1071.600645
30.0,1025,1073.853762
18.0,653,1075.200695
20.0,813,1077.089887
17.0,752,1078.598121
12.0,632,1079.876406
35.0,955,1082.006046
22.0,873,1083.769569
11.0,588,1085.270929
12.0,630,1086.533027
16.0,782,1088.114718
30.0,936,1090.231343
13.0,666,1091.59551
16.0,688,1093.020524
12.0,677,1094.371828
18.0,869,1096.362291
33.0,862,1098.085129
25.0,753,1099.919424
20.0,842,1101.564888
26.0,804,1103.420912
23.0,805,1104.995516
18.0,651,1106.293296
30.0,987,1108.463433
23.0,884,1110.460459
22.0,745,1112.026128
22.0,837,1113.657933
19.0,771,1115.449432
24.0,910,1117.269454
34.0,1134,1119.689633
11.0,625,1121.2288
23.0,884,1122.974692
27.0,846,1124.934169
26.0,958,1126.840435
29.0,869,1128.815201
24.0,855,1130.494027
21.0,735,1132.231876
31.0,934,1134.056268
15.0,712,1135.776116
35.0,1072,1138.191143
21.0,788,1139.722666
27.0,878,1141.69958
32.0,1042,1143.731106
13.0,681,1145.342982
17.0,807,1146.917444
31.0,978,1149.098287
23.0,799,1150.668033
11.0,565,1151.821701
27.0,940,1153.908947
23.0,887,1155.661607
18.0,755,1157.444923
24.0,991,1159.6273
21.0,734,1161.071544
20.0,710,1162.488718
23.0,905,1164.51418
35.0,1076,1166.812418
22.0,736,1168.280106
22.0,680,1169.617662
21.0,813,1171.492275
33.0,1095,1173.862369
34.0,968,1175.766175
26.0,906,1177.794731
30.0,733,1179.244059
29.0,926,1181.271993
20.0,916,1183.313978
25.0,861,1185.005531
17.0,745,1186.515271
30.0,948,1188.647964
32.0,1067,1190.981829
15.0,676,1192.387695
21.0,832,1194.32371
25.0,986,1196.533576
26.0,903,1198.322564
12.0,645,1199.635441
