#{"t_start": 1713848176.0706825, "env_id": "ALE/Breakout-v5"}
r,l,t
15.0,636,730.600429
23.0,834,732.593692
16.0,633,733.892616
17.0,643,735.233664
16.0,652,736.573577
29.0,829,738.507346
21.0,840,740.195094
28.0,898,742.204656
18.0,808,743.876531
27.0,961,746.129984
12.0,634,747.494962
16.0,770,749.032584
12.0,564,750.217721
23.0,743,751.98003
12.0,599,753.214697
22.0,809,754.78477
12.0,623,756.05738
32.0,1010,758.285526
13.0,663,759.637549
22.0,666,761.093255
16.0,729,762.884524
26.0,824,764.553643
19.0,774,766.364807
13.0,564,767.278751
24.0,923,769.420654
22.0,766,771.238718
18.0,709,772.658707
32.0,1073,775.066612
17.0,862,776.78393
20.0,781,778.653545
23.0,909,780.481396
17.0,703,782.195803
17.0,708,783.644362
15.0,768,785.264564
26.0,832,787.301995
21.0,632,788.627459
31.0,1058,791.037915
14.0,630,792.37487
22.0,809,794.305165
29.0,846,796.326474
32.0,922,798.235043
20.0,900,800.365587
11.0,551,801.536729
21.0,789,803.098297
20.0,820,805.009596
21.0,829,806.707747
16.0,704,808.293874
22.0,758,810.140719
16.0,637,811.496527
12.0,649,812.839549
10.0,536,813.988526
15.0,753,815.477528
20.0,791,817.359508
16.0,741,818.892015
20.0,835,820.898916
20.0,762,822.468519
11.0,545,823.651915
25.0,679,825.034883
18.0,677,826.406798
16.0,682,827.79726
29.0,880,829.791528
28.0,844,831.506546
20.0,771,833.320356
16.0,769,834.868612
27.0,849,836.864289
24.0,842,838.603051
17.0,765,840.455483
24.0,792,842.088394
27.0,937,844.254707
28.0,890,846.074056
17.0,801,847.947194
14.0,632,849.292396
18.0,720,850.756586
23.0,878,852.885238
23.0,814,854.64007
21.0,803,856.557588
21.0,854,858.257488
25.0,829,860.236642
23.0,719,861.713475
11.0,579,862.906179
16.0,724,864.41033
19.0,793,866.108129
18.0,665,867.801521
12.0,596,869.129475
20.0,797,870.847179
14.0,682,872.330763
28.0,1078,874.776058
27.0,909,876.972692
18.0,840,878.712858
36.0,1061,881.106054
11.0,591,882.332944
17.0,768,884.150496
15.0,682,885.549014
16.0,600,886.797087
19.0,777,888.365891
29.0,1015,890.674502
12.0,631,892.027611
20.0,907,894.104986
25.0,754,895.622948
18.0,776,897.471577
16.0,760,899.002622
21.0,749,900.536118
12.0,589,901.800082
19.0,780,903.678705
20.0,807,905.308485
23.0,864,907.332766
28.0,824,909.017583
21.0,800,910.871687
16.0,769,912.399766
12.0,586,913.585001
27.0,953,915.784761
28.0,977,917.743864
12.0,594,918.989154
17.0,750,920.811583
22.0,827,922.480461
26.0,893,924.600508
14.0,718,926.083473
23.0,870,928.114065
31.0,945,929.989069
19.0,703,931.702955
20.0,603,933.007534
14.0,672,934.374053
20.0,805,935.964138
16.0,665,937.30677
21.0,780,939.110317
23.0,733,940.594207
28.0,1041,942.928742
38.0,1023,945.223897
25.0,874,946.941295
22.0,828,948.88923
11.0,590,950.09505
21.0,810,951.766085
24.0,766,953.539219
19.0,789,955.165978
23.0,818,957.101353
20.0,718,958.649001
18.0,848,960.354999
27.0,879,962.405888
27.0,1020,964.74406
15.0,738,966.269617
15.0,695,967.737583
17.0,638,969.362518
23.0,751,970.914609
24.0,841,972.866998
30.0,896,974.615762
31.0,1016,976.814068
28.0,1008,979.103381
24.0,871,980.852544
11.0,612,982.119838
32.0,587,983.305882
20.0,748,985.019082
22.0,829,986.622631
24.0,935,988.744609
13.0,696,990.277646
12.0,546,991.491955
25.0,1086,993.944664
29.0,782,995.625795
16.0,681,997.338249
16.0,711,998.786674
36.0,1037,1001.076522
19.0,767,1002.622687
20.0,736,1004.115692
15.0,559,1005.320971
22.0,612,1006.573472
14.0,720,1008.271249
16.0,754,1009.730693
18.0,746,1011.209501
20.0,795,1013.069205
25.0,981,1015.245605
10.0,506,1016.018696
32.0,938,1018.133414
25.0,988,1020.330304
15.0,687,1021.721116
26.0,601,1022.922369
14.0,716,1024.330474
15.0,681,1025.930843
15.0,693,1027.309415
13.0,653,1028.647824
35.0,1045,1030.962272
22.0,878,1032.937355
19.0,863,1034.629216
26.0,932,1036.701937
19.0,766,1038.186352
19.0,712,1039.577403
21.0,853,1041.532569
36.0,1053,1043.872586
29.0,1051,1046.181471
20.0,804,1047.779665
14.0,598,1049.023465
24.0,836,1050.957644
30.0,995,1053.165174
18.0,791,1054.745763
32.0,1046,1057.009875
27.0,788,1058.551647
18.0,783,1060.345409
23.0,936,1062.178503
43.0,1215,1065.002223
33.0,1070,1067.043477
27.0,952,1069.213308
20.0,770,1071.037658
16.0,681,1072.429361
21.0,941,1074.272882
15.0,661,1075.870098
24.0,743,1077.334172
24.0,852,1079.006101
35.0,1152,1081.486085
27.0,913,1083.564143
20.0,719,1085.008665
28.0,980,1087.198144
13.0,674,1088.597696
27.0,828,1090.495435
21.0,828,1092.154998
19.0,629,1093.441739
23.0,907,1095.474155
16.0,588,1096.700454
19.0,809,1098.300894
17.0,783,1100.173304
18.0,789,1101.723474
12.0,616,1102.995069
24.0,868,1104.954247
19.0,768,1106.484082
19.0,739,1108.187527
24.0,858,1109.841491
20.0,747,1111.381404
11.0,490,1112.427557
32.0,903,1114.462618
13.0,633,1115.725204
10.0,564,1116.899884
27.0,949,1118.981208
19.0,781,1120.507196
22.0,834,1122.142044
20.0,757,1123.96023
23.0,826,1125.613353
18.0,640,1126.946458
32.0,1044,1129.265091
24.0,959,1131.396948
21.0,823,1133.018117
20.0,800,1134.851016
19.0,748,1136.394109
17.0,792,1138.255633
26.0,860,1139.941828
18.0,645,1141.21964
16.0,618,1142.492884
23.0,823,1144.385264
17.0,864,1146.088157
27.0,815,1147.9704
30.0,960,1149.853106
14.0,702,1151.529344
14.0,685,1152.911302
27.0,852,1154.595618
20.0,796,1156.457114
25.0,914,1158.508333
31.0,904,1160.266181
20.0,891,1162.293089
32.0,928,1164.103875
16.0,720,1165.818491
42.0,1170,1168.253077
30.0,897,1170.012044
22.0,868,1171.955467
32.0,997,1174.163888
16.0,771,1175.679233
25.0,880,1177.661719
32.0,947,1179.491041
18.0,811,1181.341425
21.0,657,1182.678131
17.0,832,1184.565072
27.0,954,1186.432976
27.0,925,1188.530045
24.0,746,1190.017694
26.0,825,1191.960442
17.0,664,1193.338486
29.0,871,1195.053966
13.0,697,1196.743006
25.0,865,1198.477145
25.0,847,1200.453884
