#{"t_start": 1713848176.1610508, "env_id": "ALE/Breakout-v5"}
r,l,t
8.0,457,209.085833
11.0,658,210.767816
10.0,543,211.995109
8.0,414,212.670795
22.0,670,214.095025
19.0,770,216.067633
21.0,745,217.608647
13.0,662,218.958721
18.0,724,220.417754
23.0,739,222.178641
18.0,885,223.886653
6.0,387,224.727003
8.0,460,225.698858
16.0,695,227.087662
17.0,589,228.315634
10.0,553,229.476199
19.0,671,230.850933
10.0,545,231.954282
11.0,589,233.154096
13.0,595,234.365665
14.0,749,235.825005
9.0,527,236.897021
14.0,688,238.286703
23.0,756,240.085761
11.0,462,241.063744
11.0,587,242.273588
10.0,547,243.14493
23.0,858,245.09049
23.0,808,246.714787
12.0,524,247.774928
19.0,719,249.505078
15.0,743,250.969685
19.0,717,252.408884
17.0,707,253.779267
12.0,582,255.002666
21.0,844,256.923856
11.0,572,258.143038
27.0,875,259.82247
11.0,590,261.042319
19.0,759,262.845552
10.0,565,264.007684
22.0,660,265.334469
16.0,574,266.542791
24.0,747,268.077665
19.0,667,269.417289
25.0,676,271.028898
10.0,556,272.199157
27.0,878,273.939274
13.0,648,275.265169
13.0,644,276.603725
13.0,624,277.849002
25.0,664,279.441602
17.0,773,280.974754
13.0,500,282.078831
26.0,831,283.722412
13.0,668,285.082257
11.0,588,286.300587
22.0,883,288.374186
20.0,657,289.7404
17.0,712,291.151548
14.0,680,292.836696
23.0,777,294.435111
13.0,623,295.717636
13.0,675,297.111716
14.0,657,298.428933
19.0,813,300.309219
19.0,720,301.747099
15.0,602,302.969427
22.0,680,304.323358
16.0,642,305.650301
13.0,623,307.168174
17.0,800,308.760118
24.0,782,310.324133
19.0,681,311.957222
13.0,556,313.126968
12.0,619,314.366505
16.0,793,316.011989
15.0,701,317.410823
21.0,786,319.243272
27.0,908,321.010344
29.0,856,322.920127
15.0,734,324.395916
25.0,749,326.211693
17.0,710,327.620292
13.0,630,328.898049
15.0,714,330.411078
17.0,804,332.294944
17.0,620,333.575628
13.0,647,334.902192
16.0,737,336.329793
24.0,751,337.861483
26.0,876,339.861666
23.0,895,341.925247
18.0,848,343.677253
15.0,612,344.938294
23.0,862,346.90279
11.0,553,348.044477
18.0,668,349.408771
15.0,734,350.852458
25.0,886,352.901349
17.0,670,354.25009
12.0,654,355.570096
28.0,885,357.627363
15.0,704,359.113776
17.0,685,360.524404
19.0,786,362.379932
13.0,680,363.784313
8.0,509,364.841725
17.0,550,365.980423
21.0,792,367.570046
20.0,826,369.228029
8.0,447,370.220474
10.0,561,371.348268
25.0,731,372.857028
22.0,729,374.757331
23.0,801,376.381822
16.0,663,377.791357
18.0,707,379.538689
5.0,344,380.051841
19.0,812,381.939302
9.0,562,382.859252
14.0,674,384.540195
13.0,608,385.787142
19.0,762,387.289795
18.0,835,389.189054
14.0,723,390.619188
13.0,646,391.936076
19.0,848,393.6085
17.0,673,395.232811
23.0,842,396.918498
16.0,740,398.432529
9.0,502,399.503803
11.0,549,400.705031
16.0,738,402.483152
14.0,688,403.927697
16.0,625,405.257909
20.0,824,406.875382
28.0,976,409.071445
16.0,626,410.381981
11.0,560,411.548296
15.0,747,413.030525
18.0,820,414.980165
11.0,576,416.22779
14.0,638,417.585218
16.0,765,419.158121
22.0,884,421.165677
20.0,919,423.240612
16.0,711,424.664983
21.0,831,426.291272
15.0,736,428.045649
18.0,749,429.596422
14.0,608,430.823194
20.0,626,432.087614
30.0,965,434.313147
19.0,719,435.782493
26.0,808,437.613865
12.0,628,438.881069
25.0,850,440.546973
12.0,609,441.793069
12.0,581,443.024914
14.0,616,444.285908
31.0,1015,446.47778
21.0,808,448.375133
15.0,642,449.70759
13.0,561,450.915417
18.0,744,452.43588
21.0,944,454.531874
14.0,743,456.053571
25.0,887,458.191848
28.0,868,459.939987
20.0,811,461.857633
20.0,809,463.529323
20.0,694,464.956364
7.0,397,465.859788
23.0,821,467.494216
13.0,652,469.113738
21.0,835,470.885643
26.0,925,473.044396
24.0,800,474.736805
13.0,665,476.171788
16.0,750,477.996412
13.0,661,479.441584
15.0,696,480.878475
20.0,713,482.397522
17.0,800,484.323264
30.0,871,486.083512
21.0,737,487.880447
25.0,950,489.807637
22.0,740,491.647936
13.0,699,493.07236
23.0,780,494.857613
12.0,567,496.140248
19.0,755,498.010502
20.0,840,499.70928
26.0,932,501.831537
11.0,550,503.024667
21.0,753,504.58577
25.0,864,506.568883
23.0,750,508.121871
28.0,871,509.861158
16.0,754,511.639837
10.0,537,512.797482
23.0,854,514.502544
20.0,794,516.38571
24.0,851,518.127953
27.0,900,520.191394
17.0,824,521.846125
17.0,739,523.363589
19.0,772,525.208487
14.0,689,526.643024
9.0,487,527.743275
39.0,1045,530.049069
24.0,936,532.185943
24.0,899,533.948227
25.0,811,535.871821
17.0,820,537.487548
27.0,1004,539.714449
15.0,736,541.204977
24.0,804,543.131844
15.0,757,544.685427
13.0,664,546.043875
21.0,820,547.941412
21.0,849,549.658585
21.0,795,551.527267
20.0,843,553.187959
10.0,531,554.294545
21.0,742,555.808101
27.0,962,557.972448
22.0,749,559.475789
13.0,640,560.807112
10.0,505,561.875728
19.0,728,563.607814
18.0,683,565.024622
15.0,651,566.36538
18.0,796,567.955263
17.0,688,569.624413
16.0,746,571.128411
14.0,733,572.633728
12.0,597,573.8794
11.0,539,575.059885
32.0,978,577.291301
20.0,661,578.763474
26.0,971,581.029885
18.0,734,582.522999
14.0,732,584.011458
10.0,528,585.124285
23.0,805,587.032712
16.0,641,588.415724
14.0,628,589.762429
22.0,798,591.398017
20.0,772,593.220053
17.0,801,594.853106
23.0,795,596.759453
15.0,734,598.290388
30.0,937,600.415818
16.0,675,601.828447
25.0,969,604.042056
20.0,609,605.2977
18.0,768,606.876131
34.0,995,609.110113
18.0,830,610.768489
11.0,548,611.910065
15.0,676,613.331029
11.0,553,614.538516
18.0,853,616.558876
29.0,909,618.70773
16.0,652,620.039877
13.0,641,621.374273
20.0,751,622.914142
29.0,800,624.762522
13.0,611,626.049744
14.0,687,627.497686
13.0,648,628.831079
27.0,769,630.461126
20.0,793,632.369823
22.0,765,633.89883
15.0,743,635.441287
15.0,713,637.087001
10.0,557,638.232003
21.0,731,639.673515
15.0,738,641.117843
19.0,718,642.563115
26.0,815,644.449453
14.0,680,645.838809
14.0,702,647.243479
25.0,914,649.308357
12.0,589,650.517214
12.0,567,651.709233
23.0,758,653.204818
29.0,924,655.2496
21.0,847,657.168397
11.0,576,658.350888
4.0,317,658.829916
18.0,673,660.200897
12.0,602,661.477878
15.0,701,663.199673
18.0,669,664.554153
25.0,863,666.312682
26.0,885,668.298378
15.0,595,669.53724
28.0,958,671.744216
19.0,705,673.225863
23.0,795,674.859731
24.0,810,676.806933
11.0,566,678.023669
11.0,511,679.131917
20.0,703,680.607623
28.0,910,682.771488
20.0,780,684.371858
25.0,721,685.883576
27.0,1061,688.265003
10.0,541,689.426627
31.0,928,691.564939
13.0,647,692.890638
23.0,812,694.554778
19.0,792,696.449545
20.0,818,698.06685
17.0,670,699.412845
17.0,690,701.08551
22.0,844,702.832606
28.0,859,704.916542
38.0,1218,707.601838
21.0,813,709.228547
28.0,933,711.329035
23.0,952,713.498589
24.0,759,715.082272
29.0,957,717.27399
10.0,520,718.415273
8.0,432,719.087444
24.0,685,720.539535
23.0,777,722.47843
10.0,534,723.705719
13.0,549,724.958889
21.0,814,726.64123
13.0,568,727.881204
20.0,803,729.820576
16.0,778,731.445619
24.0,783,733.035224
28.0,875,735.091422
29.0,1092,737.477736
22.0,779,739.050555
21.0,896,741.098328
13.0,665,742.467432
36.0,890,744.596225
12.0,582,745.846222
12.0,625,747.175119
23.0,939,749.009869
34.0,1112,751.700146
18.0,749,753.249309
19.0,860,754.939724
24.0,794,756.778101
25.0,878,758.516988
28.0,875,760.556145
28.0,904,762.742108
26.0,885,764.529499
20.0,746,766.284944
23.0,902,768.121708
24.0,713,769.538038
26.0,1025,771.804342
22.0,790,773.656414
25.0,789,775.243027
18.0,598,776.475371
13.0,648,777.846327
18.0,702,779.293839
16.0,664,780.914087
24.0,894,782.712119
13.0,634,784.00217
11.0,568,785.311385
18.0,730,787.138554
30.0,951,789.04917
26.0,920,791.198818
21.0,816,792.981425
10.0,572,794.341961
24.0,941,796.53441
25.0,769,798.199239
11.0,560,799.463147
20.0,794,801.299218
26.0,968,803.199614
17.0,774,805.018492
10.0,561,806.226142
25.0,852,808.045044
27.0,956,810.268327
28.0,896,812.360955
12.0,662,813.76902
25.0,952,815.943413
10.0,490,816.725862
12.0,651,818.351454
21.0,834,820.014858
20.0,799,821.688342
26.0,888,823.780784
19.0,686,825.213046
18.0,844,827.137447
26.0,889,828.895898
24.0,933,831.034265
14.0,663,832.427177
22.0,740,834.213663
14.0,667,835.591575
21.0,709,837.066409
20.0,795,838.711057
20.0,989,840.923449
26.0,884,842.996314
15.0,657,844.38583
14.0,716,845.820422
24.0,857,847.811241
15.0,705,849.291734
32.0,948,851.493516
25.0,893,853.373708
10.0,570,854.630508
24.0,849,856.65844
26.0,945,858.563322
15.0,776,860.401326
36.0,1013,862.692227
15.0,601,863.964704
16.0,786,865.657351
22.0,747,867.255948
25.0,861,869.344602
27.0,1083,871.89761
17.0,799,873.564089
14.0,604,874.840231
28.0,991,877.178061
14.0,718,878.681751
19.0,720,880.449747
11.0,536,881.596304
26.0,893,883.365721
26.0,896,885.447632
15.0,696,886.895974
15.0,752,888.415947
22.0,669,890.049045
13.0,652,891.504759
17.0,532,892.670584
20.0,883,894.455907
21.0,645,895.752813
14.0,562,896.927094
22.0,883,898.936777
21.0,838,900.922742
13.0,675,902.357917
21.0,843,904.084383
28.0,1007,906.354061
21.0,907,908.473675
27.0,868,910.243641
25.0,973,912.430034
21.0,850,914.392166
12.0,598,915.702899
10.0,562,916.84567
15.0,766,918.39226
25.0,969,920.611516
22.0,885,922.41311
21.0,812,924.323658
16.0,792,925.938788
13.0,608,927.218876
29.0,1003,929.459827
28.0,1011,931.699565
16.0,668,933.123636
20.0,785,934.744266
28.0,957,936.893821
19.0,783,938.435455
15.0,711,940.151665
28.0,900,941.942664
14.0,698,943.630549
26.0,832,945.301142
20.0,800,946.866549
31.0,1029,949.144115
31.0,751,950.929544
21.0,739,952.405301
41.0,1105,954.836001
26.0,913,956.951758
24.0,975,958.973234
26.0,919,961.070216
26.0,889,963.154526
24.0,649,964.467572
19.0,874,966.22079
15.0,686,967.970675
28.0,925,969.816315
34.0,1069,972.19753
27.0,954,974.349718
16.0,727,975.781588
19.0,831,977.658581
25.0,735,979.165128
22.0,587,980.418975
12.0,596,981.671857
34.0,895,983.720549
18.0,729,985.169799
28.0,899,987.155499
27.0,1065,989.274333
21.0,817,991.303268
16.0,668,992.702207
30.0,1002,995.014416
19.0,719,996.53647
38.0,1205,999.158782
12.0,601,1000.393075
25.0,941,1002.498425
25.0,852,1004.506847
25.0,884,1006.28652
23.0,953,1008.385082
15.0,704,1009.780466
17.0,669,1011.132643
19.0,744,1012.88225
32.0,1029,1015.128714
18.0,800,1016.742674
17.0,781,1018.309311
30.0,1067,1020.589754
20.0,816,1022.45708
23.0,713,1023.871727
29.0,1049,1026.136881
20.0,807,1027.747074
23.0,820,1029.648526
33.0,1044,1031.921982
25.0,952,1034.009261
13.0,495,1034.781583
28.0,958,1036.895561
25.0,911,1038.90979
18.0,708,1040.317839
30.0,1012,1042.54158
30.0,980,1044.763111
20.0,932,1046.56942
23.0,721,1048.255438
23.0,712,1049.673092
26.0,922,1051.46137
18.0,837,1053.393658
25.0,898,1055.151452
23.0,895,1057.154194
21.0,763,1058.674917
26.0,605,1060.184756
20.0,798,1061.780626
21.0,777,1063.315057
21.0,857,1065.270454
26.0,923,1067.335188
15.0,600,1068.586579
17.0,658,1069.896202
26.0,615,1071.158393
17.0,711,1072.611484
22.0,738,1074.097841
23.0,867,1076.107313
21.0,865,1077.786476
13.0,623,1079.352624
16.0,638,1080.667471
13.0,604,1081.906781
17.0,672,1083.283937
18.0,718,1084.741969
23.0,791,1086.609268
24.0,875,1088.341623
22.0,829,1090.216816
16.0,749,1091.716705
22.0,743,1093.220642
23.0,942,1095.32947
30.0,1023,1097.604612
24.0,863,1099.343376
23.0,891,1101.376412
32.0,852,1103.089647
25.0,948,1105.216144
26.0,890,1107.192899
28.0,918,1108.951209
27.0,880,1110.993288
28.0,1015,1113.236624
16.0,634,1114.518648
20.0,717,1115.967223
16.0,641,1117.266534
18.0,843,1119.165183
16.0,702,1120.591346
13.0,675,1121.943502
23.0,794,1123.809116
25.0,952,1125.719388
28.0,1009,1127.9725
31.0,932,1130.110265
20.0,698,1131.532816
29.0,862,1133.489316
25.0,924,1135.312199
15.0,712,1137.033536
17.0,746,1138.520102
31.0,961,1140.665319
27.0,870,1142.418532
16.0,624,1143.696244
27.0,994,1145.879711
18.0,657,1147.203367
14.0,642,1148.517184
22.0,751,1150.317333
14.0,688,1151.721733
22.0,774,1153.251954
19.0,810,1155.113244
14.0,727,1156.584779
13.0,617,1157.8547
26.0,842,1159.791751
19.0,862,1161.48333
16.0,794,1163.302559
14.0,699,1164.710745
26.0,893,1166.417541
21.0,809,1168.255059
22.0,774,1169.796052
22.0,724,1171.521824
26.0,916,1173.319389
20.0,763,1175.10604
37.0,1173,1177.597485
25.0,852,1179.253657
32.0,1139,1181.726939
32.0,754,1183.496327
11.0,611,1184.736217
11.0,575,1185.935282
25.0,899,1187.725645
23.0,749,1189.500523
32.0,1023,1191.796475
20.0,825,1193.465676
17.0,768,1195.01861
21.0,890,1197.061193
32.0,1050,1199.368647
